show_id,type,title,listed_in,description
60003242,Movie,Charlie's Angels,Action & Adventure  Comedies,"Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series."
60027726,Movie,Charlie's Angels: Full Throttle,Action & Adventure  Comedies,"In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection."
81166946,TV Show,Cheese in the Trap,International TV Shows  Korean TV Shows  Romantic TV Shows,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side."
81167065,TV Show,Chicago Typewriter,International TV Shows  Korean TV Shows  Romantic TV Shows,A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.
81113888,TV Show,College Romance,International TV Shows  Romantic TV Shows  TV Comedies,"Three best friends look for love, laughs and some lifelong memories while attending college together."
70023961,Movie,Crash,Dramas  Independent Movies,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period."
60027716,Movie,Dumb and Dumberer: When Harry Met Lloyd,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.
70287957,Movie,Earth to Echo,Children & Family Movies  Sci-Fi & Fantasy,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones."
81113890,TV Show,Engineering Girls,International TV Shows  TV Comedies,"Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true."
81168345,Movie,"Escape from the ""Liberty"" Cinema",Comedies  Dramas  Independent Movies,"Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising."
60020892,Movie,Exit Wounds,Action & Adventure,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.
81164752,Movie,First Kiss,Dramas  International Movies  Romantic Movies,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.
81113886,TV Show,Girls Hostel,International TV Shows  TV Comedies  TV Dramas,Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.
60028097,Movie,Good Burger,Children & Family Movies  Comedies,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.
70065112,Movie,Good Luck Chuck,Comedies  Romantic Movies,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
70083108,Movie,Harold & Kumar Escape from Guantanamo Bay,Comedies  Cult Movies,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.
70184050,Movie,Honey 2,Dramas  Romantic Movies,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels."
81168347,Movie,Hotel Pacific,Classic Movies  Dramas  International Movies,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.
81003460,Movie,House of the Witch,Horror Movies,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.
81113887,TV Show,Inmates,International TV Shows  TV Comedies,"While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves."
81168348,Movie,Jealousy and medicine,Dramas  International Movies  Romantic Movies,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss."
70095135,Movie,Knowing,Sci-Fi & Fantasy  Thrillers,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
81191254,Movie,Limitless,Documentaries  International Movies  Sports Movies,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.
81179400,Movie,Little Baby Bum: Go Buster,Children & Family Movies,This compilation for preschoolers features a peppy young bus and his first life experiences where bumps in the road won't stop him from a fun ride.
81168340,Movie,Medium,Horror Movies  International Movies  Thrillers,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others."
60023597,Movie,Men in Black II,Action & Adventure  Comedies  Sci-Fi & Fantasy,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.
81036448,TV Show,Miniforce X,Kids' TV  Korean TV Shows,Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.
81002876,Movie,Nikki Glaser: Bangin’,Stand-Up Comedy,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details."
70058017,Movie,No Reservations,Comedies  Romantic Movies,"Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian."
70058024,Movie,Ocean's Thirteen,Action & Adventure  Comedies,This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.
70011211,Movie,Ocean's Twelve,Action & Adventure  Comedies,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam."
70271599,Movie,One Direction: This Is Us,Documentaries  Music & Musicals,Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.
70020699,Movie,Raging Bull,Classic Movies  Dramas  Sports Movies,"This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons."
60003540,Movie,Rugrats in Paris: The Movie,Children & Family Movies  Comedies,The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.
1181550,Movie,Scream 2,Horror Movies,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again."
70170051,Movie,Senna,Documentaries  International Movies  Sports Movies,"This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
80987077,TV Show,Signal,Crime TV Shows  International TV Shows  Korean TV Shows,"Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice."
70021630,Movie,Sin City,Action & Adventure,"In these intertwined tales, an ex-con avenges a hooker's death, a gumshoe gets mixed up with dangerous vixens, and a cop saves a dancer from a rapist."
81043753,Movie,Sinister Circle,Horror Movies  International Movies,A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.
60001761,Movie,Supergirl,Action & Adventure  Sci-Fi & Fantasy,"When she loses her city's vital power supply, Kryptonian Kara follows it to Earth in the hopes of retrieving it. Although gifted with powers like her cousin Superman, Kara struggles to defeat the evil Selena, who now controls the mighty object."
70041963,Movie,Superman Returns,Action & Adventure  Sci-Fi & Fantasy,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world."
70058025,Movie,Surf's Up,Children & Family Movies  Comedies  Sports Movies,This Oscar-nominated mockumentary goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.
70128696,Movie,The Bounty Hunter,Action & Adventure  Comedies  Romantic Movies,"Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole."
70077542,Movie,The Bucket List,Comedies  Dramas,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.
81168342,Movie,The Cruise,Comedies  Cult Movies  International Movies,"When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue."
81165772,Movie,The Figurine (Araromire),Horror Movies  International Movies  Thrillers,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out."
510854,Movie,The Flintstones,Children & Family Movies  Comedies,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
60000921,Movie,The Flintstones in Viva Rock Vegas,Children & Family Movies  Comedies  Romantic Movies,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
80188730,TV Show,The K2,International TV Shows  Korean TV Shows  Romantic TV Shows,A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.
81167083,TV Show,The Liar and His Lover,International TV Shows  Korean TV Shows  Romantic TV Shows,A talented singer falls in love at first sight with a music prodigy who has an affinity for lies – and a knack for being a hit-making producer.
81168343,Movie,The lynx,Dramas  International Movies,A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.
70044605,Movie,The Pursuit of Happyness,Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm."
18021979,Movie,The Rugrats Movie,Children & Family Movies  Comedies,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital."
81168344,Movie,The spiral,Dramas  Independent Movies  International Movies,"When an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light."
70020750,Movie,The Squid and the Whale,Comedies  Dramas  Independent Movies,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.
70105596,Movie,The Time Traveler's Wife,Dramas  Romantic Movies  Sci-Fi & Fantasy,"Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love."
60037022,Movie,Trainspotting,Comedies  Cult Movies  Dramas,"Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits."
60034571,Movie,Troy,Action & Adventure  Dramas,"The love-struck Prince Paris of Troy kidnaps beauty Helen from her husband, setting the two nations on a collision course for war."
81167047,TV Show,Tunnel,Crime TV Shows  International TV Shows  Korean TV Shows,"While chasing a serial murderer, a detective ends up 30 years in the future, where he tries to solve the case alongside new partners."
70053456,Movie,Unaccompanied Minors,Children & Family Movies  Comedies,"Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official."
80173150,Movie,Walking Out,Dramas  Independent Movies  Thrillers,"A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both."
81168341,Movie,Weather forecast,Dramas  International Movies,"When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside."
81168346,Movie,Westerplatte Resists,Classic Movies  Dramas  International Movies,"At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces."
80137461,Movie,25 Kille,Action & Adventure  Dramas  International Movies,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
81012857,Movie,A Witches' Ball,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast."
70123116,Movie,Agyaat,Horror Movies  International Movies,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.
80190101,Movie,Anjaan,Action & Adventure  Dramas  International Movies,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head."
81024712,Movie,Bathinda Express,Dramas  International Movies  Sports Movies,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.
70112494,Movie,Brooklyn's Finest,Dramas  Thrillers,"Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller."
80215922,Movie,Chappaquiddick,Dramas,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.
81012415,TV Show,Civilizations,British TV Shows  Docuseries,"Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time."
70113306,Movie,Delhi 6,Dramas  International Movies,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots."
70113305,Movie,Dev.D,Dramas  International Movies  Romantic Movies,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths."
80032472,Movie,Dil Vil Pyaar Vyaar,International Movies  Music & Musicals  Romantic Movies,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first."
81024703,Movie,Dushman,Dramas  International Movies,An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.
81012402,TV Show,Earth's Natural Wonders: Life at the Extremes,British TV Shows  Docuseries  Science & Nature TV,"From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world."
70181653,Movie,Ek Main Aur Ekk Tu,Comedies  International Movies  Romantic Movies,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.
80048200,Movie,Fishtail,Documentaries,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
81025884,Movie,Freedom at Midnight,Dramas  International Movies  Thrillers,"Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway."
80032474,Movie,Haani,Dramas  International Movies  Music & Musicals,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart."
80032476,Movie,Happy Go Lucky,Comedies  International Movies  Music & Musicals,"Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off."
70127589,Movie,Harishchandrachi Factory,Dramas  International Movies,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film."
80225696,TV Show,Hot Date,Romantic TV Shows  TV Comedies,Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.
80104130,Movie,Jagga Jasoos,Action & Adventure  Comedies  International Movies,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
80032473,Movie,Jatt James Bond,Comedies  Dramas  International Movies,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her."
70090035,Movie,Jodhaa Akbar,Action & Adventure  Dramas  International Movies,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love."
81024713,Movie,Judge Singh LLB,Comedies  Dramas  International Movies,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience."
70117268,Movie,Kaminey,Dramas  International Movies  Music & Musicals,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty."
70211216,Movie,Kevin Hart: Laugh at My Pain,Stand-Up Comedy,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour."
70140322,Movie,Kevin Hart: Seriously Funny,Stand-Up Comedy,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance."
81024696,Movie,Khido Khundi,Dramas  International Movies  Sports Movies,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
70303428,Movie,Khoobsurat,Comedies  International Movies  Romantic Movies,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.
81012407,TV Show,Kingdoms of the Sky,British TV Shows  Docuseries  Science & Nature TV,Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.
70125882,Movie,Kisaan,Action & Adventure  Dramas  International Movies,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
70101039,Movie,Kismat Konnection,Comedies  International Movies  Music & Musicals,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed."
70123121,Movie,Kurbaan,International Movies  Thrillers,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot."
80152182,Movie,Lock,Dramas  International Movies,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
70229042,Movie,Luv Shuv Tey Chicken Khurana,Comedies  International Movies,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer."
70042756,Movie,"Main, Meri Patni Aur Woh",Comedies  International Movies  Romantic Movies,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch."
80187618,Movie,Manje Bistre,Comedies  Dramas  International Movies,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else."
81024704,Movie,Motor Mitraan Di,Comedies  International Movies,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
80221498,Movie,Mountain,Action & Adventure  Documentaries  International Movies,"Featuring breathtaking imagery and thought-provoking narration, this film takes viewers to the summits of some of the world’s most amazing mountains."
70229047,Movie,Mugamoodi,Action & Adventure  International Movies,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
70229555,Movie,Muran,Action & Adventure  International Movies,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
70213515,Movie,My Friend Pinto,Comedies  International Movies  Sci-Fi & Fantasy,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
81018563,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Children & Family Movies,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
81018565,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,Children & Family Movies,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them."
70114948,Movie,My Suicide,Comedies  Dramas  Independent Movies,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family."
80190103,Movie,Naan Sigappu Manithan,Action & Adventure  Dramas  International Movies,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her."
81024729,Movie,Nasha,Dramas  International Movies  Romantic Movies,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
81012427,TV Show,Nature: Animals With Cameras,Docuseries  Science & Nature TV,"With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives."
80032477,Movie,Naughty Jatts,Comedies  International Movies  Music & Musicals,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest."
81024711,Movie,Needhi Singh,Action & Adventure  Dramas  International Movies,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events."
81025908,Movie,Peace Haven,Comedies  Dramas  Independent Movies,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.
70303495,Movie,Phantom,Action & Adventure  International Movies,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.
70303429,Movie,Pizza,Horror Movies  International Movies  Thrillers,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.
80084768,Movie,Pooja Kiven Aa,Comedies  International Movies  Music & Musicals,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members."
70096752,Movie,Race,Action & Adventure  International Movies  Music & Musicals,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.
70229046,Movie,Race 2,Action & Adventure  International Movies  Music & Musicals,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence."
80084767,Movie,Saadey CM Saab,Comedies  Dramas  International Movies,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
81024701,Movie,Sat Shri Akaal England,Comedies  Dramas  International Movies,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England."
81031355,TV Show,Strong,Reality TV,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.
70229048,Movie,Thaandavam,Action & Adventure  International Movies  Music & Musicals,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye."
80995576,Movie,The Birth Reborn,Documentaries  International Movies,"Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth."
70292836,Movie,Theeya Velai Seyyanum Kumaru,Comedies  International Movies  Music & Musicals,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life."
80240397,TV Show,Three Wives One Husband,British TV Shows  International TV Shows  Reality TV,"A film crew captures a year in the life of modern polygamist families at Rockland Ranch, a community for fundamentalist Mormons in the Utah desert."
80141767,Movie,Tiger,Action & Adventure  Dramas  International Movies,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him."
70139542,Movie,Udaan,Dramas  Independent Movies  International Movies,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future."
70039175,Movie,V for Vendetta,Action & Adventure  Dramas  Sci-Fi & Fantasy,"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman."
70225597,Movie,Vettai,Action & Adventure  International Movies  Music & Musicals,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
70123119,Movie,Wake Up Sid,Comedies  International Movies  Romantic Movies,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
70150437,Movie,We Are Family,Dramas  International Movies,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
80084667,Movie,What the Jatt!!,Comedies  International Movies  Romantic Movies,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
70099118,Movie,Zack and Miri Make a Porno,Comedies  Independent Movies  Romantic Movies,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
81024705,Movie,Zindagi Kitni Haseen Hay,Dramas  International Movies  Romantic Movies,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego."
80198771,Movie,26 Years,Dramas  International Movies  Thrillers,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator."
80062096,Movie,April and the Extraordinary World,Action & Adventure  Comedies  International Movies,"After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy."
70291096,Movie,Barbie & Her Sisters in a Pony Tale,Children & Family Movies,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!"
70130483,Movie,Barbie in A Mermaid Tale,Children & Family Movies,"Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana."
80031038,Movie,Barbie in Princess Power,Children & Family Movies,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero."
80065930,Movie,Barbie in Rock 'N Royals,Children & Family Movies,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences."
80112370,Movie,Barbie Star Light Adventure,Children & Family Movies,"A hoverboard-riding princess of the cosmos, Barbie must band together with a team of talented new friends to save the stars from winking out."
70165189,Movie,Barbie: A Fairy Secret,Children & Family Movies,"When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him."
70197459,Movie,Barbie: Princess Charm School,Children & Family Movies,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown."
80095193,Movie,Barbie: Spy Squad,Children & Family Movies,"A high-tech spy agency transforms Barbie and her best friends into secret agents, using their gymnastics skills to bring down a cunning cat burglar."
70246439,Movie,Barbie: The Princess & the Popstar,Children & Family Movies,"Barbie stars as a princess who would rather sing and dance than be a royal. When a famous pop star visits the kingdom, they decide to switch places."
80158155,Movie,Barbie: Video Game Hero,Children & Family Movies,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over."
80202539,TV Show,Beyblade Burst,Anime Series  Kids' TV,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader."
80063617,Movie,Boy and the World,Children & Family Movies,"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work."
80204252,TV Show,City in the Sky,British TV Shows  Docuseries  Science & Nature TV,"This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning."
80191075,TV Show,Equestria Girls: Tales of Canterlot High,Kids' TV  TV Comedies,"In an alternate universe Equestria, the ponies have become teenage girls who must learn what it means to be human while attending Canterlot High."
80204401,TV Show,Food: Delicious Science,Docuseries  Science & Nature TV,"In this series, TV presenter Michael Mosley and botanist James Wong explore the physics, chemistry and biology inside every bite of food we eat."
80202503,Movie,For Your Own Good,Comedies  International Movies,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto."
80147971,Movie,Franca: Chaos and Creation,Documentaries  International Movies,"A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur."
70257412,Movie,Frances Ha,Comedies  Dramas  Independent Movies,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent."
80172937,Movie,Generation Iron 2,Documentaries  Sports Movies,"New-generation bodybuilding stars – including Rich Piana, Kai Greene and Calum von Moger – share their experiences competing in the demanding sport."
80118280,Movie,Ghost Patrol,Children & Family Movies  Comedies,Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.
80204402,TV Show,Great Yellowstone Thaw,Docuseries  Science & Nature TV,This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.
80135360,Movie,I Am Bolt,Documentaries  Sports Movies,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy."
70286355,Movie,I'm in Love with a Church Girl,Dramas  Faith & Spirituality  Romantic Movies,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path."
80150246,Movie,Ice Guardians,Documentaries  International Movies  Sports Movies,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys."
80156995,TV Show,Justice in the City,International TV Shows  TV Dramas,"Repeatedly on opposite sides of civil cases, two lawyers fall in love outside the courtroom, but circumstances hinder their romance from blossoming."
80017272,Movie,Kahlil Gibran's The Prophet,Children & Family Movies  Dramas,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.
80075828,Movie,Miss Hokusai,Anime Features,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
80095089,Movie,Monster High: Great Scarrier Reef,Children & Family Movies,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy."
80208176,Movie,Monster High: New Ghoul at School,Children & Family Movies,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost."
80116741,Movie,My Life as a Zucchini,Comedies  Dramas  International Movies,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love."
80204400,TV Show,Nature's Great Race,British TV Shows  Docuseries  Science & Nature TV,"Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys."
80063290,Movie,Phantom Boy,Action & Adventure  Dramas  International Movies,A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.
80187223,TV Show,PJ Masks,Kids' TV,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks."
